Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
9a0874c4253249e9b19acf901553a1b2b283306a7d4e8e12ad5970d6d51a1812,2016-01,City of London Police,City of London Police,-0.077596,51.515849,On or near ARTIZAN STREET,E01000005,City of London 001E,Offender given a caution
cedbd8e53be09aedf425960b92532a605f81c5a3d68ecde626c5b180ab78c7ed,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Unable to prosecute suspect
71e4ed14fa7cab036a6a071f05f3ce916c72f9277a2d4680300ba326dbccbbee,2016-01,City of London Police,City of London Police,-0.108231,51.513928,On or near PLEYDELL STREET,E01032740,City of London 001G,Unable to prosecute suspect
37d129dcbffc39f2406456cd2db7d327368f43f29561554ee96f74d296e26b43,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given a caution
fc64024e2cd4fff34e64e755bc61a05556d28315d91b11192fe840065a5a67eb,2016-01,City of London Police,City of London Police,-0.079011,51.509614,On or near Pedestrian Subway,E01032739,City of London 001F,Investigation complete; no suspect identified
75e335d991a5eb085420479a9d038ad00c8e3fa9a2d223b053908482a8977f8e,2016-01,City of London Police,City of London Police,-0.092628,51.517920,On or near ST ALPHAGE GARDEN,E01000002,City of London 001B,Offender given a caution
827fc230bc838a300c3acb4436f4ee4cfceef66dfdf152b0f3d9e3965bb60c85,2016-01,City of London Police,City of London Police,-0.078718,51.521038,On or near NORTON FOLGATE,E01004307,Tower Hamlets 015B,Suspect charged
2df6f856bca6c389479db341b14681eafc048449d394a418f4fb2ceffbf6cb60,2016-01,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Investigation complete; no suspect identified
83a20851c9195b72da4e521ae36af1b9056e593aa65051757fc359c7566c042e,2016-01,City of London Police,City of London Police,-0.093398,51.512951,On or near WATLING STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
754345ef727ec05d8e2a03f91094af535fa76dba69718c24563bbd26bc6f7eb6,2016-01,City of London Police,City of London Police,-0.083242,51.512165,On or near LIME STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
40481ddf24e7fb8b550e400c1d8711c1e3e697e20c211c923d3305d400f1e9b6,2016-01,City of London Police,City of London Police,-0.112519,51.517568,On or near SOUTHAMPTON BUILDINGS,E01032740,City of London 001G,Investigation complete; no suspect identified
cb09d1dff282a76c7fcc5439dc83912a11776b07e494e21437b7678eb0110403,2016-01,City of London Police,City of London Police,-0.109155,51.516668,On or near FETTER LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
f935de2384d794eaf305a3d64842a7c216d69913136fc643fffcc24b11908c1d,2016-01,City of London Police,City of London Police,-0.108231,51.513928,On or near PLEYDELL STREET,E01032740,City of London 001G,Unable to prosecute suspect
7f74a01f3acf0a504eca6aded526ca287a30e36871793b1d49276c037f1e79cb,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Investigation complete; no suspect identified
c819bb7ec43cc63051869f0e7939f8d3930edf2f97b7267bb31d58485f6ef149,2016-01,City of London Police,City of London Police,-0.097277,51.515307,On or near ST MARTIN'S LE GRAND,E01000001,City of London 001A,Investigation complete; no suspect identified
870622779f3d0b8a34c9384c1eb8cf823e06e1c0116d2e6ea08f0f5b770c30e9,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given a caution
7d005d1e456356d0e4161cb96eb324ca73db63f2af8ac28dd7848f4919d08cf2,2016-01,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
74a4da973d51716a18bccac934ff971da8f820fd42b36c93e67edb30407a96bc,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Local resolution
00583cbc0f2fcd880d829e92b6f6c8d15e5e3f20cfbcc748f83a6abd488a8a23,2016-01,City of London Police,City of London Police,-0.073254,51.512856,On or near MANSELL STREET,E01000005,City of London 001E,Unable to prosecute suspect
54d041ef0f809060f2328c4ce3e74bf8c8b338dff2ae3782ec4087fc5b471449,2016-01,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
fe0ddd67e895d96a5b75a05b58c90bf057ac767bfba871f050014c4f2fcb571a,2016-01,City of London Police,City of London Police,-0.081549,51.511625,On or near MINCING LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
f7bbced8bee637ab4113892b025835b51e1e32417eca9a4a6bb34d9ba149acac,2016-01,City of London Police,City of London Police,-0.094758,51.512829,On or near Nightclub,E01032739,City of London 001F,Offender given a caution
3f745bfc88de0b3a907dfbda6999ab02aa24a1ca9670a2d4e36f54aa0d30687c,2016-01,City of London Police,City of London Police,-0.076270,51.515504,On or near GRAVEL LANE,E01000005,City of London 001E,Offender given a caution
797a05956d65ede57d6d12ae10e3f061705502de0215a76430410efc99f3a417,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Unable to prosecute suspect
11f384af44406dedfe43252c9e9093894aca80accbd94729a531149479c6266f,2016-01,City of London Police,City of London Police,-0.084701,51.509320,On or near LOWER THAMES STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
f9c2235325358199c39273f24643cf544daa7514a0245d1de508c58cc432652a,2016-01,City of London Police,City of London Police,-0.080244,51.511828,On or near MARK LANE,E01032739,City of London 001F,Offender given a caution
1a13d24a6616504cdbd6cb4c79e948c7bbe7540290e203dc8d56af9eebb90d1d,2016-01,City of London Police,City of London Police,-0.085355,51.510563,On or near PUDDING LANE,E01032739,City of London 001F,Suspect charged
3c73a2bfe34fc8357e6ed60b2d3296c868e24f767bef0d3ff8486a2b1394b6ad,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
cbfc6ea0aca31e8e426e3dd8fdfcdb0aaaae799bbe378b6b2e68224f0a0a8bff,2016-01,City of London Police,City of London Police,-0.108418,51.513581,On or near LOMBARD LANE,E01032740,City of London 001G,Offender given a caution
0301ef5cc58722b578a663ee6f79899e0e809e573d5dd249731584838ee68450,2016-01,City of London Police,City of London Police,-0.079283,51.511021,On or near SEETHING LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
54caeb370d9c4e8c722d7fe5b69f8445b5382a8504789e15f871b4fef38603e9,2016-01,City of London Police,City of London Police,-0.097601,51.520699,On or near CARTHUSIAN STREET,E01000001,City of London 001A,Investigation complete; no suspect identified
87cda6772689fac67463df5ed0d9c056fc6045e4781c572b0becb090a117fedc,2016-01,City of London Police,City of London Police,-0.082965,51.516351,On or near WORMWOOD STREET,E01032739,City of London 001F,Unable to prosecute suspect
c3e751bb3e9822f6156cab7a550b5bde826ddf4d97099a12543e713960095095,2016-01,City of London Police,City of London Police,-0.084618,51.512682,On or near GRACECHURCH STREET,E01032739,City of London 001F,Suspect charged
65677639c77f98a9daceb223c04239492f6a0b1c0186f3fe892fc2cada12d7c0,2016-01,City of London Police,City of London Police,-0.079398,51.516508,On or near DEVONSHIRE SQUARE,E01032739,City of London 001F,Investigation complete; no suspect identified
481f13f88ef4f82a86639d48b98be11f41b31024d730a9f8b7113b6c919a2556,2016-01,City of London Police,City of London Police,-0.094758,51.512829,On or near Nightclub,E01032739,City of London 001F,Investigation complete; no suspect identified
4a81ebd59d57039ee7a9850a4185d4d1322b419cba1fda2a6e45ce1c860e521e,2016-01,City of London Police,City of London Police,-0.100884,51.516966,On or near Hospital,E01032740,City of London 001G,Investigation complete; no suspect identified
bc7998b339761698c126d5de8de5a62f228cd696f88658929c3358fbd2c46540,2016-01,City of London Police,City of London Police,-0.094758,51.512829,On or near Nightclub,E01032739,City of London 001F,Investigation complete; no suspect identified
dac38cba9f82f60e87132348a5d5ba4e8404dbcbcb14a4c5169b7ab967024ac7,2016-01,City of London Police,City of London Police,-0.084566,51.517690,On or near BLOMFIELD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
b11abd3caba5f367d3b558f86233c5083232c6f7948dd91dd53aa22eb47800a3,2016-01,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Offender given a caution
83b493fd30ea12fc9483d570bdc0eaa57a99fd2096a723c61070d08a3bb1265a,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given a caution
7ee0858308444b28f4e3a42bcd5029fe74c219191993a3f6a30f61ee055aee27,2016-01,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Unable to prosecute suspect
e37710cdebe0523e68650d86e016306c3c5010bc9931e56971d9cc504b476f5a,2016-01,City of London Police,City of London Police,-0.084701,51.509320,On or near LOWER THAMES STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
2a9fdfe7d3717090fd2d3adfc1712350961f7b5a073d7c89899183fe18178990,2016-01,City of London Police,City of London Police,-0.104494,51.509848,On or near A201,E01032739,City of London 001F,Investigation complete; no suspect identified
cbfc6ea0aca31e8e426e3dd8fdfcdb0aaaae799bbe378b6b2e68224f0a0a8bff,2016-01,City of London Police,City of London Police,-0.108418,51.513581,On or near LOMBARD LANE,E01032740,City of London 001G,Offender given a caution
8247024159bda33ff3cd9a1243a8ba3af0f34bd7668df43feae09daec77f0099,2016-01,City of London Police,City of London Police,-0.085173,51.518680,On or near FINSBURY AVENUE,E01032739,City of London 001F,Investigation complete; no suspect identified
257087af7e5d0dfad475c439a55ee611a5050d610997e4740ecac15c5ccc7899,2016-01,City of London Police,City of London Police,-0.101320,51.519302,On or near GRAND AVENUE,E01032740,City of London 001G,Investigation complete; no suspect identified
d2189521c0dcecab05d8392608035663128dfa64a083a3544632b151b41d6e5d,2016-01,City of London Police,City of London Police,-0.090203,51.511118,On or near SCOTT'S YARD,E01032739,City of London 001F,Investigation complete; no suspect identified
b277d2f9853bc7134612dadff1fcc0a4fde9eef31345db295ac1e4f419deb1e6,2016-01,City of London Police,City of London Police,-0.087581,51.511435,On or near NICHOLAS LANE,E01032739,City of London 001F,Offender given a drugs possession warning
e0cb925c277d69cdce317c27dcf57e6493da0c646496b0ec4596657523c78d2b,2016-01,City of London Police,City of London Police,-0.080728,51.511611,On or near Supermarket,E01032739,City of London 001F,Local resolution
abdc7bdf43254da85695f93cb801e05987447b617ae40a4bd5fab56c42ab042c,2016-01,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Offender given a caution
c313f2bcff40bf4cfb6dc6a3f2e27f0f9cbb0ad98dbf312d4236f8ba4c27a59c,2016-01,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Unable to prosecute suspect
cf09159ef838f572731bc74f62f6a8c8ecfc7adeb022e5d65cc8a73d32225e2f,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Offender given a caution
cf09159ef838f572731bc74f62f6a8c8ecfc7adeb022e5d65cc8a73d32225e2f,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Offender given a caution
83ac49f5b5852bdfd1f557ee1a3f11d9c1c108cb031d6f5fad34df0e456d65dc,2016-01,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Offender given penalty notice
e33ecda9a9ea8b3e7e4dd1cda3df2af781441a4d87f7aec687be8e3a8312cfd0,2016-01,City of London Police,City of London Police,-0.086278,51.509876,On or near FISH STREET HILL,E01032739,City of London 001F,Investigation complete; no suspect identified
0ff3642ea925fb3f92d16d0d148124db3d69732b5ce3ef4969bf9436bbfeedbd,2016-01,City of London Police,City of London Police,-0.080728,51.511611,On or near Supermarket,E01032739,City of London 001F,Offender given a caution
f25abda419d140892494a58d5f7650d6e831757630ef2df639e232a501136f8a,2016-01,City of London Police,City of London Police,-0.104494,51.509848,On or near A201,E01032739,City of London 001F,Suspect charged
b0c15acea87ae36f708be9597a0f5b96a5faf0ea6febd341c2c13e23d0c2fda0,2016-01,City of London Police,City of London Police,-0.077637,51.511453,On or near CRUTCHED FRIARS,E01032739,City of London 001F,Investigation complete; no suspect identified
b862eb9750b40247291384fdcddc9872a517d9b53d59ac7f3e3df862236953a2,2016-01,City of London Police,City of London Police,-0.094758,51.512829,On or near Nightclub,E01032739,City of London 001F,Offender given a caution
209440d2289792dcbc2d2598dda1df33f5b2cae41b69b6df00f3a5f1b6fa9b02,2016-01,City of London Police,City of London Police,-0.094720,51.514420,On or near WOOD STREET,E01032739,City of London 001F,Suspect charged
f56c29d7e5b9d2fa539acde6550eb87f4b272e1ec286c0f05deb8011a48d8fab,2016-01,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
ca62b22cba5132c81cc8d59ab3bdd3c025cd8d12b10f04bfa5ce411d7d856abf,2016-01,City of London Police,City of London Police,-0.087118,51.513199,On or near Nightclub,E01032739,City of London 001F,Investigation complete; no suspect identified
73728aef4631c85f9914243f9bec161ef456dc39cdf5b9ae20af9140446c7e85,2016-01,City of London Police,City of London Police,-0.086393,51.510894,On or near EASTCHEAP,E01032739,City of London 001F,Offender given a caution
b01c1f8a806fb8ec79bc2382fd835e9d6428e950e4dd531489f2c632ed7fc8cf,2016-01,City of London Police,City of London Police,-0.101055,51.513552,On or near CREED LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
843ed2d3269a410cb4fa95edc85af09ab5c0a415bd9fa84e09fee61d6c652e04,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Unable to prosecute suspect
712111c1b83e1cd6510e72bf7d8caade641e8df5eef9fca38122cb64d7f26e94,2016-01,City of London Police,City of London Police,-0.090142,51.514292,On or near Conference/Exhibition Centre,E01032739,City of London 001F,Investigation complete; no suspect identified
6b64c9973887511a2eb99142f085967909f5463ac92f82deee557d554af83be7,2016-01,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Unable to prosecute suspect
004214896649e55ca0fa984639fb31aca9e52174d82a194d7cdecda9d7f8a146,2016-01,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
894f90e7b6f5fb0a7d0519aea5b32ea98b982c9edaafa226b99b49f673498a80,2016-01,City of London Police,City of London Police,-0.081091,51.516014,On or near CAMOMILE STREET,E01032739,City of London 001F,Unable to prosecute suspect
b5255239288050bf3634714a996496e48f8897a06af3fcf7316230d8d9594957,2016-01,City of London Police,City of London Police,-0.078718,51.521038,On or near NORTON FOLGATE,E01004307,Tower Hamlets 015B,Suspect charged
cea200d611ecb84c950978924bd7eec89092dc893e86288b8d57d16c2366ff54,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Unable to prosecute suspect
6d9c186ded5183fa4405607d4a6b517319df318878990164fc6eec68427271bd,2016-01,City of London Police,City of London Police,-0.101073,51.513453,On or near CREED LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
cc338e56664df69060e2ea2608342aa0862454bc2b7d988a5fd49160703bd71d,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Offender given a caution
18341a39ce4f672c49328286ba7609aae141e21fe182ec8d5a81a8d7c74e19e8,2016-01,City of London Police,City of London Police,-0.088995,51.512088,On or near ST SWITHIN'S LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
41214f453cb1d1a8a78de5ddda6d7e9a4f97e14ca9c3c33a1904f6abfb8f5819,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Local resolution
abdc7bdf43254da85695f93cb801e05987447b617ae40a4bd5fab56c42ab042c,2016-01,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Offender given a caution
3a3241da3f027a2ed2fbfe1912f01596a786efc7f9cb28143e0560dd50cc09bd,2016-01,City of London Police,City of London Police,-0.082571,51.514753,On or near GREAT ST HELEN'S,E01032739,City of London 001F,Offender given a caution
db371f579c6f0d5fddeafd7b57506abc4ad2d471f0f0a372ba347287f9994ade,2016-01,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Offender given a caution
46db4180ad835f6669c7b06c3b18d203ad0efbf7133c0339c2b11cd8ee73c5a6,2016-01,City of London Police,City of London Police,-0.098886,51.519254,On or near KINGHORN STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
450e58cdf647112e52312eafad3178d553def049002239c239519b2653a7b1bb,2016-01,City of London Police,City of London Police,-0.073254,51.512856,On or near MANSELL STREET,E01000005,City of London 001E,Formal action is not in the public interest
0fcbd9f97ad50670c5505b46816d4c6683db3291771adacf6d55558487a5b986,2016-01,City of London Police,City of London Police,-0.084566,51.517690,On or near BLOMFIELD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
9d806c4569737b60ba7dbc4ce7a854ed861df4c4e3c78b58a79bd7928ac2dc99,2016-01,City of London Police,City of London Police,-0.093465,51.514463,On or near RUSSIA ROW,E01032739,City of London 001F,Offender fined
1a1f9eaf00ce6939a12c797ee0d1aa087b67f7d29b9b40822ba6da8d07f45565,2016-01,City of London Police,City of London Police,-0.093465,51.514463,On or near RUSSIA ROW,E01032739,City of London 001F,Offender given community sentence
102fe9c82cbc1aa8ceddbef7762c7a14b6756492f9d41a3736ce4acc3cc05185,2016-01,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Offender fined
c6c6f64f0f9aada1a1c110f0a276cb360ba766b7aac9ec2007d9a5bc716aaef9,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Formal action is not in the public interest
96fbe249164a63fd792e0ea376491c314414d343fed56242f5ebff3b3f8daf5c,2016-01,City of London Police,City of London Police,-0.109826,51.516814,On or near NORWICH STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
2fc8c48d5e9e0af0ad6c7c945845473f6c8ec711b48265179ee876ddfb874df3,2016-01,City of London Police,City of London Police,-0.109647,51.514887,On or near FETTER LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
31ac0cf3cc5dce0b07501388f57a7fa99ddddb60752d8343e8171333abf29181,2016-01,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
576d77be0ffa0db396f013cd98ea609d7ace24d34bf8abd8530632b368c9cff5,2016-01,City of London Police,City of London Police,-0.104909,51.517912,On or near Parking Area,E01032740,City of London 001G,Unable to prosecute suspect
d9f96e74bc377e5d1a26ab6bb945e841676ad7ce1554e78ac48cc7c524ea1076,2016-01,City of London Police,City of London Police,-0.081580,51.520510,On or near PINDAR STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
83ab3b3e26155911615aa707ab5ef6061d71ca9f18117a685c16bba8c540d608,2016-01,City of London Police,City of London Police,-0.079283,51.511021,On or near SEETHING LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
d0e28e29538e4b494e82129f37b512fe6e61ca67e8c18000ee6edd0e65782cb3,2016-01,City of London Police,City of London Police,-0.079011,51.509614,On or near Pedestrian Subway,E01032739,City of London 001F,Investigation complete; no suspect identified
ee842298bbb02f62bd8cb05e8ac2674261a7092814fb8b55013ef28643ae1ee6,2016-01,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Offender given a caution
5d753454bacf646ba90006a4420ccae3d97bcf2eaac5108fc42e76d2040930a2,2016-01,City of London Police,City of London Police,-0.109647,51.514887,On or near FETTER LANE,E01032740,City of London 001G,Offender given a caution
145c7bee9ad7e8c6cd475e31128c4c07f9ac0c3169682a5d6c6d28ff756eed57,2016-01,City of London Police,City of London Police,-0.091720,51.513454,On or near Supermarket,E01032739,City of London 001F,Offender given a caution
a7178c949753480faeaf8da85c2e35d621e2a596b4ce2e087766c02fc29103a0,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given a caution
f73d1f925af4579c9964b15ddc5082dc2c70f34c801112f12369a483ca12c15c,2016-01,City of London Police,City of London Police,-0.086624,51.511923,On or near CLEMENT'S LANE,E01032739,City of London 001F,Offender given penalty notice
8095734c5202c4120beac56adb0c2f038b6c8774069b9485f08200dbc78561ff,2016-01,City of London Police,City of London Police,,,No location,,,Suspect charged
92ab2ee03cdb19708fa62472cd067a82ee50970889342079620e4df0a59cfe5f,2016-01,City of London Police,City of London Police,-0.086051,51.513569,On or near FINCH LANE,E01032739,City of London 001F,Suspect charged
102fe9c82cbc1aa8ceddbef7762c7a14b6756492f9d41a3736ce4acc3cc05185,2016-01,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Suspect charged
cc30dcdb20446b232a85e080642e0df858b6163713af5e3686429a5437c29272,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Investigation complete; no suspect identified
e8d99238a2dc23de6eb76e3d6e654564eafdc8f1a7d741660e5a5d28c215f734,2016-01,City of London Police,City of London Police,-0.089451,51.517032,On or near Bus/Coach Station,E01032739,City of London 001F,Investigation complete; no suspect identified
4d5b961f93a6c7c70f34c64abb1fa39609840ec2281e8258d886aa5bd2667b9f,2016-01,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Investigation complete; no suspect identified
9b6a874777fbf3e9d651b513005c9d2fb034cb8f66f3b10cc0ab5901be117e58,2016-01,City of London Police,City of London Police,-0.075508,51.514763,On or near Pedestrian Subway,E01000005,City of London 001E,Offender sent to prison
cc338e56664df69060e2ea2608342aa0862454bc2b7d988a5fd49160703bd71d,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Offender given a caution
ca0242e6bfe7f4c27e0199f97c8f900cd8989bc1f64b65a605a1d751bced0420,2016-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
4839760a1a1988f3a9ea6474a1061c47f2678d615b307d29458db9a2e4b0899d,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Offender given a caution
4839760a1a1988f3a9ea6474a1061c47f2678d615b307d29458db9a2e4b0899d,2016-01,City of London Police,City of London Police,-0.106922,51.514204,On or near FLEET STREET,E01032740,City of London 001G,Offender given a caution
6f3da322d66ca7751d098c9cc6d039adc7ede64d09a540fba63ea4a1e3493193,2016-01,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Investigation complete; no suspect identified
5a695ca78896a0f23145904ff7e8c7275e3bf0fc4dc1442533012b3674b85040,2016-01,City of London Police,City of London Police,-0.080318,51.520678,On or near PRIMROSE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
1a143b77442d17175741023fab4070fdb8ef1e9c2f7fbe77499f5a974049caa3,2016-01,City of London Police,City of London Police,-0.078308,51.518091,On or near WIDEGATE STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
18851c3bc0d5437dba4d00e05e624c85bc307a690b98b9621859d0f68c51d3be,2016-01,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Suspect charged
5d753454bacf646ba90006a4420ccae3d97bcf2eaac5108fc42e76d2040930a2,2016-01,City of London Police,City of London Police,-0.109647,51.514887,On or near FETTER LANE,E01032740,City of London 001G,Offender given a caution
